sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,configurable_variations,configurable_variation_labels,base_label,small_label,swatch_label,thumbnail_label
NL-HF081-CK,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Daleville 34"" Traditional Single Sink Bathroom Vanity in Distressed Grey","
The vintage-style Daleville with intricately carved details give this vanity a distinctive touch. It is functional and graceful. Adding an antique finish also enhance the look. This graceful design with elegant bathroom vanity offers a look that will create a relaxing and soft touch in any home.

Features:
Color: Distressed Grey
Fully assembled by the manufacturer, with countertop & sink pre-installed
Crystal White marble counter top (one large genuine)
White under mount porcelain sinks
Two large storage drawers with metal slide
Back panel pre-cut opening for easy plumbing access
Optional: Matching Mirror
Optional: Matching Backsplash
Backsplashes are optional, however, due to high freight damage occurrences we only ship backsplash with a vanity. In the event that the backsplash is received damaged or broken, it will not be replaced only refunded.
Faucet is included",,,1,Taxable Goods,"Catalog, Search",855.00,,,,"daleville-34""-traditional-single-sink-bathroom-vanity-in-distressed-grey",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-HF081-CK;specifications=Specifications
Vanity Dimensions:
Width: 34.00""
Height: 35.00""
Depth: 21.00""
Mirror Dimensions:
Width: 31.50""
Height: 36.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-HF081-CK_1.jpg;NL-HF081-CK_2.jpg;NL-HF081-CK_3.jpg;NL-HF081-CK_4.jpg,,,,,,,,,,,,,,,,
DH3280-42-MR2373,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Benton Collection Mirror reflection Assana bathroom vanity w/Kesha mirror 42""","
The Benton Collection of Regency styled mirrored furniture casts a sophisticated nod to any room in your home. Designed with modest glamour in mind, with faux leather silver crocodile skin fetching border on the top and on the side creates add details.
Fully assembled by manufacturer, sink and counter top pre-installed
Italian Carrara marble counter top
Two functional drawer with full extension slides
Back panel pre-cut opening for easy plumbing access
Materials: Solid Wood Structure & CARB Ph2 Certified Panels
White under mount porcelain basin with overflow
8"" wide spread 3 holes faucets set sold separately
Matching Mirror inclusive in price: model # MR-2373 (Kesha) size: 36"" Diameter",,,1,Taxable Goods,"Catalog, Search","1,225.00",,,,"benton-collection-mirror-reflection-assana-bathroom-vanity-w/kesha-mirror-42""",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=DH3280-42-MR2373;specifications=Specifications
Bathroom Vanity Dimensions:
Width: 42.00""
Height: 34.00""
Depth: 21.50""
Mirror Dimensions:
Width: 36.00""
Height: 36.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,DH3280-42-MR2373_1.jpg;DH3280-42-MR2373_4.jpg,,,,,,,,,,,,,,,,
CL10-WE30-ZI,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Tennant Brand Modern Style Vanity - Viara Bathroom Sink Vanity 30""","
This modern style sink bathroom cabinet is presented by Tennant Brand, featuring a unique combination of casual function and elegant form. The Viara vanity is crafted of laminated solid wood, construction is solid and assembly provides years of reliable performance. There are two colors available for the Viara vanity; Wenge/espresso and Gray Oak.
Measuring 30 in. W, this cabinet is the perfect fit for today’s modern bathroom and is available in multiple sizes and finishes. Be sure to think Tennant Brand when acquiring modern style bathroom vanities.
Vanity installs in a free standing configuration
Materials: plywood with veneer, ceramic sinks with overflow
Integrated ceramic sink and top - white
Single hole faucet mount (faucet not included) 
Chrome faucet shown in image available in our faucet section
Soft closing doors/drawers – (Soft closing hinges and slides)
Trendy satin finish door/drawer pulls
Aluminum plate bottom base with adjustable leg leveler
Porcelain basin packaged separately, some assembling required
Base cabinet, integrated sinks-top and hardware included
Color: Coffee/espresso
Matching Mirror available",,,1,Taxable Goods,"Catalog, Search",669.00,,,,"tennant-brand-modern-style-vanity---viara-bathroom-sink-vanity-30""",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=CL10-WE30-ZI;specifications=Specifications
Bathroom Vanity Dimensions:
Width: 30.00""
Height: 33.46""
Depth: 18.11""
Matching Mirror Dimensions:
Width: 29.53""
Height: 29.53""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,CL10-WE30-ZI_1.jpg;CL10-WE30-ZI_2.jpg;CL10-WE30-ZI_3.jpg;CL10-WE30-ZI_4.jpg;CL10-WE30-ZI_5.jpg,,,,,,,,,,,,,,,,
HF-837LB,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Daleville 38"" Antique Single Sink Bathroom Vanity in Distressed Light Blue","
The vintage-style Daleville with intricately carved details give this vanity a distinctive touch. Adding an antique finish also enhance the look. This graceful design with elegant bathroom vanity offers a look that will create a relaxing retreat in any home. Four functional side drawers provide ample space for essential storage.
Features:
Fully assembled by manufacturer, sink and counter top pre-installed
White marble counter top (one large genuine) - Due to the counter top being made from natural stone, there may be a variation in color, discolorations or other such related birthmarks. These imperfections are NOT considered as defects.
White under mount porcelain sink
Four functional drawers with full extension metal slides
Materials: Solid Wood Structure & CARB Ph2 Certified Panels
Cabinet Style: Cottage
Color: Distressed Light blue
Back panel pre-cut opening for easy plumbing access
Countertop is predrilled for an 8"" wide spread faucet
Faucet is Not Included
Optional: Matching Mirror
Back splash included in shipment (Please note that the back splash is a free gift with purchase. In the event that the back splash is received damaged or broken, it will not be refunded nor replaced.)
Disclaimer: Cabinet finish may appear darker in different lighting. The digital images on our website are as accurate as possible. However, different monitors may cause colors to vary slightly.",,,1,Taxable Goods,"Catalog, Search",951.00,,,,"daleville-38""-antique-single-sink-bathroom-vanity-in-distressed-light-blue",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=HF-837LB;specifications=Specifications
Vanity Dimensions:
Width: 38.00""
Height: 35.00""
Depth: 21.00""
mirror Dimensions:
Width: 31.50""
Height: 36.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,HF-837LB_1.jpg;HF-837LB_2.jpg;HF-837LB_3.jpg;HF-837LB_4.jpg,,,,,,,,,,,,,,,,
HF-837G,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Daleville 38"" Antique Single Sink Bathroom Vanity in Distressed Green","
The vintage-style Daleville with intricately carved details give this vanity a distinctive touch. Adding an antique finish also enhance the look. This graceful design with elegant bathroom vanity offers a look that will create a relaxing retreat in any home. Four functional side drawers provide ample space for essential storage.
Features:
Fully assembled by manufacturer, sink and counter top pre-installed
White marble counter top (one large genuine) - Due to the counter top being made from natural stone, there may be a variation in color, discolorations or other such related birthmarks. These imperfections are NOT considered as defects.
White under mount porcelain sink
Four functional drawers with full extension metal slides
Materials: Solid Wood Structure & CARB Ph2 Certified Panels
Cabinet Style: Cottage
Color: Distressed Green
Back panel pre-cut opening for easy plumbing access
Countertop is predrilled for an 8"" wide spread faucet
Faucet is Not Included
Optional: Matching Mirror
Back splash included in shipment (Please note that the back splash is a free gift with purchase. In the event that the back splash is received damaged or broken, it will not be refunded nor replaced.)
Disclaimer: Cabinet finish may appear darker in different lighting. The digital images on our website are as accurate as possible. However, different monitors may cause colors to vary slightly.",,,1,Taxable Goods,"Catalog, Search",951.00,,,,"daleville-38""-antique-single-sink-bathroom-vanity-in-distressed-green",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=HF-837G;specifications=Specifications
Vanity Dimensions:
Width: 38.00""
Height: 35.00""
Depth: 21.00""
mirror Dimensions:
Width: 31.50""
Height: 36.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,HF-837G_1.jpg;HF-837G_2.jpg;HF-837G_3.jpg;HF-837G_4.jpg;HF-837G_5.jpg,,,,,,,,,,,,,,,,
HF-837CK,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Daleville 38"" Antique Single Sink Bathroom Vanity in Distressed Grey","
The vintage-style Daleville with intricately carved details give this vanity a distinctive touch. Adding an antique finish also enhance the look. This graceful design with elegant bathroom vanity offers a look that will create a relaxing retreat in any home. Four functional side drawers provide ample space for essential storage.
Features:
Fully assembled by manufacturer, sink and counter top pre-installed
White marble counter top (one large genuine) - Due to the counter top being made from natural stone, there may be a variation in color, discolorations or other such related birthmarks. These imperfections are NOT considered as defects.
White under mount porcelain sink
Four functional drawers with full extension metal slides
Materials: Solid Wood Structure & CARB Ph2 Certified Panels
Cabinet Style: Cottage
Color: Distressed Grey
Back panel pre-cut opening for easy plumbing access
Countertop is predrilled for an 8"" wide spread faucet
Faucet is Not Included
Optional: Matching Mirror
Back splash included in shipment (Please note that the back splash is a free gift with purchase. In the event that the back splash is received damaged or broken, it will not be refunded nor replaced.)
Disclaimer: Cabinet finish may appear darker in different lighting. The digital images on our website are as accurate as possible. However, different monitors may cause colors to vary slightly.",,,1,Taxable Goods,"Catalog, Search",951.00,,,,"daleville-38""-antique-single-sink-bathroom-vanity-in-distressed-grey",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=HF-837CK;specifications=Specifications
Vanity Dimensions:
Width: 38.00""
Height: 35.00""
Depth: 21.00""
mirror Dimensions:
Width: 31.50""
Height: 36.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,HF-837CK_1.jpg;HF-837CK_2.jpg;HF-837CK_3.jpg;HF-837CK_4.jpg;HF-837CK_5.jpg;HF-837CK_6.jpg;HF-837CK_7.jpg;HF-837CK_8.jpg,,,,,,,,,,,,,,,,
HF-837AW,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Daleville 38"" Antique Single Sink Bathroom Vanity in Distressed White","
The vintage-style Daleville with intricately carved details give this vanity a distinctive touch. Adding an antique finish also enhance the look. This graceful design with elegant bathroom vanity offers a look that will create a relaxing retreat in any home. Four functional side drawers provide ample space for essential storage.
Features:
Fully assembled by manufacturer, sink and counter top pre-installed
White marble counter top (one large genuine) - Due to the counter top being made from natural stone, there may be a variation in color, discolorations or other such related birthmarks. These imperfections are NOT considered as defects.
White under mount porcelain sink
Four functional drawers with full extension metal slides
Materials: Solid Wood Structure & CARB Ph2 Certified Panels
Cabinet Style: Cottage
Color: Distressed White
Back panel pre-cut opening for easy plumbing access
Countertop is predrilled for an 8"" wide spread faucet
Faucet is Not Included
Optional: Matching Mirror
Back splash included in shipment (Please note that the back splash is a free gift with purchase. In the event that the back splash is received damaged or broken, it will not be refunded nor replaced.)
Disclaimer: Cabinet finish may appear darker in different lighting. The digital images on our website are as accurate as possible. However, different monitors may cause colors to vary slightly.",,,1,Taxable Goods,"Catalog, Search",951.00,,,,"daleville-38""-antique-single-sink-bathroom-vanity-in-distressed-white",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=HF-837AW;specifications=Specifications
Vanity Dimensions:
Width: 38.00""
Height: 35.00""
Depth: 21.00""
mirror Dimensions:
Width: 31.50""
Height: 36.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,HF-837AW_1.jpg;HF-837AW_2.jpg;HF-837AW_3.jpg;HF-837AW_4.jpg,,,,,,,,,,,,,,,,
HF-837WP,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Daleville 38"" Antique Single Sink Bathroom Vanity in Distressed Cream","
The vintage-style Daleville with intricately carved details give this vanity a distinctive touch. Adding an antique finish also enhance the look. This graceful design with elegant bathroom vanity offers a look that will create a relaxing retreat in any home. Four functional side drawers provide ample space for essential storage.
Features:
Fully assembled by manufacturer, sink and counter top pre-installed
White marble counter top (one large genuine) - Due to the counter top being made from natural stone, there may be a variation in color, discolorations or other such related birthmarks. These imperfections are NOT considered as defects.
White under mount porcelain sink
Four functional drawers with full extension metal slides
Materials: Solid Wood Structure & CARB Ph2 Certified Panels
Cabinet Style: Cottage
Color: Distressed Cream
Back panel pre-cut opening for easy plumbing access
Countertop is predrilled for an 8"" wide spread faucet
Faucet is Not Included
Optional: Matching Mirror
Back splash included in shipment (Please note that the back splash is a free gift with purchase. In the event that the back splash is received damaged or broken, it will not be refunded nor replaced.)
Disclaimer: Cabinet finish may appear darker in different lighting. The digital images on our website are as accurate as possible. However, different monitors may cause colors to vary slightly.",,,1,Taxable Goods,"Catalog, Search",951.00,,,,"daleville-38""-antique-single-sink-bathroom-vanity-in-distressed-cream",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=HF-837WP;specifications=Specifications
Vanity Dimensions:
Width: 38.00""
Height: 35.00""
Depth: 21.00""
mirror Dimensions:
Width: 31.50""
Height: 36.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,HF-837WP_1.jpg;HF-837WP_2.jpg;HF-837WP_3.jpg;HF-837WP_4.jpg;HF-837WP_5.jpg,,,,,,,,,,,,,,,,
NLGD-47544BU,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Thomasville 24"" Corner Bathroom Vanity in Light Blue","
Featuring a white marble top and sturdy body, this Thomasville sink vanity is the ideal choice for those who seek a functional and polished model. Its non-intrusive and sleek body provides a surprisingly large amount of storage space.
Features:
Get started on your bathroom by purchasing the Thomasville Single Vanity today.
Fully assembled by the manufacturer, with counter top & sinks pre-installed
White marble counter top (One piece genuine)
White porcelain under mounted sink
Countertop is pre-drill for an 8-inch wide spread faucet
3 holes - 8"" spread, Faucets sold separately
Materials: Solid Wood Structure & CARB Ph2 Certified Panels
Cabinet Style: Cottage, vantage light blue",,,1,Taxable Goods,"Catalog, Search",728.00,,,,"thomasville-24""-corner-bathroom-vanity-in-light-blue",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLGD-47544BU;specifications=Specifications
Vanity Dimensions:
Width: 24.00""
Height: 34.50""
Depth: 24.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLGD-47544BU_1.jpg;NLGD-47544BU_2.jpg;NLGD-47544BU_3.jpg,,,,,,,,,,,,,,,,
NLCF1092A,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Carbone 39"" Antique Single Sink Bathroom Vanity - White Top","
This dazzling classic Carbone bathroom sink vanity is a new feature to our collection. Fine, exquisite texture adds graceful and reflects vigor of life. A combination of human culture and nature gives you tranquil and enticing space.

Features:
Ogee carved edge Italian carrara Marble Top (one piece, genuine marble)
White under mount porcelain basin
2 front doors with large storage compartment with half shelf
Back cutout opening for easy access to plumbing installation.
Fully assembled at the manufacturer's with the counter top and under mounted basins pre-installed
Please Note: Faucet is Included
Optional: Matching Backsplash
Backsplashes are optional, however, due to high freight damage occurrences Chans only ships back splash with a vanity. There is no freight charges if shipped together. In the event that the backsplash is received damaged or broken, it will not be replaced only refunded.",,,1,Taxable Goods,"Catalog, Search","1,129.00",,,,"carbone-39""-antique-single-sink-bathroom-vanity---white-top",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLCF1092A;specifications=Specifications
Vanity Dimensions:
Width: 39.00""
Height: 35.00""
Depth: 22.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLCF1092A_1.jpg;NLCF1092A_2.jpg,,,,,,,,,,,,,,,,
NL-HF081G,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Daleville 34"" Traditional Single Sink Bathroom Vanity in Vintage Green","
The vintage-style Daleville with intricately carved details give this vanity a distinctive touch. Adding an antique finish also enhance the look. This graceful design with elegant bathroom vanity offers a look that will create a relaxing retreat in any home. Two large functional drawers provide ample space for essential storage.

Features:
Fully assembled
White marble counter top (one large genuine)
White under mount porcelain sinks
Two large storage drawers with metal slide
Back panel pre-cut opening for easy plumbing access
Optional: Matching Mirror
Optional: Matching Backsplash
Backsplashes are optional, however, due to high freight damage occurrences we only ship backsplash with a vanity. In the event that the backsplash is received damaged or broken, it will not be replaced only refunded.
Faucet is included",,,1,Taxable Goods,"Catalog, Search",855.00,,,,"daleville-34""-traditional-single-sink-bathroom-vanity-in-vintage-green",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-HF081G;specifications=Specifications
Vanity Dimensions:
Width: 34.00""
Height: 35.00""
Depth: 21.00""
Mirror Dimensions:
Width: 31.50""
Height: 36.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-HF081G_1.jpg;NL-HF081G_2.jpg;NL-HF081G_3.jpg;NL-HF081G_4.jpg,,,,,,,,,,,,,,,,
NL-64601,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Conduit 60"" Transitional Double Sink Bathroom Vanity","
The simplicity of this vanity will make a statement in your bathroom. It’s built to fit in any décor, modern or traditional. The rich looking finish and accompany with the fine workman ship in this vanity is truly magnificent. The size of this vanity provides plenty of storage space underneath for towels or other necessities.
Fully assembled by the manufacturer, sink and countertop pre-installed
Black Galaxy Granite counter top
Two white under mount ceramic basins
Color: White
4 Solid wood drawers with full extension metal sliders
Two doors with an interior half shelves compartment, provide storage space.
3 holes, 8-Inches widespread faucets set sold separatel
Materials: All solid wood construction, no MDF
Cabinet Style: Modern comfort
Optional backsplash available",,,1,Taxable Goods,"Catalog, Search","1,369.00",,,,"conduit-60""-transitional-double-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-64601;specifications=Specifications
Vanity Dimensions:
Width: 60.00""
Height: 36.00""
Depth: 22.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-64601_1.jpg;NL-64601_2.jpg,,,,,,,,,,,,,,,,
NL-HF2815W-AW-42,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Morton 42"" Antique Single Sink Bathroom Vanity in White","
The antique white Morton bathroom vanity has classic traditional style. With carved decorative scrolling leaf design and carved turned legs, white marble top is a wonderful accompaniment to the finish and the hardware are real eye catcher adding the perfect touch. It is a truly amazing vanity. This lovely traditional vanity is the perfect addition to any bathroom decor. Showcase your bath with a vanity that speaks to your exquisite style.

Features:
Fully assembled at the manufacturer's with the counter top and under mounted sink pre-installed
Crystal white marble counter top with ogee edge (one large genuine piece)
Antique distressed finish
White under mount porcelain basin
8 functional small drawers
2 front doors with large storage compartment
Optional: Matching Mirror
Optional: Matching Backsplash
Backsplashes are optional, however, due to high freight damage occurrences we only ship backsplash with a vanity. In the event that the backsplash is received damaged or broken, it will not be replaced only refunded.
Faucet is included",,,1,Taxable Goods,"Catalog, Search",998.00,,,,"morton-42""-antique-single-sink-bathroom-vanity-in-white",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-HF2815W-AW-42;specifications=Specifications
Vanity Dimensions:
Width: 42.00""
Height: 36.00""
Depth: 22.00""
Mirror Dimensions:
Width: 32.00""
Height: 40.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-HF2815W-AW-42_1.jpg;NL-HF2815W-AW-42_2.jpg;NL-HF2815W-AW-42_3.jpg,,,,,,,,,,,,,,,,
NL-3006W-AW,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Teega 21"" Traditional Single Sink Bathroom Vanity in White","
Add a petite classic design to your bathroom with this space-saving bathroom vanity from Benton Collection. The luscious, antique white Teega sink vanity is ideal for those seeking to furnish their bathroom with an elegant, yet non-intrusive piece. The polished white marble counter top sharply compliments the refreshing antique white finish. The petite Teega sink vanity is sure to transform any compact bathroom into a space of luxury.
Fully assembled by manufacturer, sink and counter top pre-installed
White marble counter top (genuine marble)
White under mount porcelain basin
Optional back splash available
Faucets sold separately",,,1,Taxable Goods,"Catalog, Search",528.00,,,,"teega-21""-traditional-single-sink-bathroom-vanity-in-white",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-3006W-AW;specifications=Specifications
Vanity Dimensions:
Width: 21.00""
Height: 33.00""
Depth: 19.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-3006W-AW_1.jpg;NL-3006W-AW_2.jpg,,,,,,,,,,,,,,,,
NL-4408W,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Catalina 26"" Antique Single Sink Bathroom Vanity in White","
Our elegant Catalina vanity will slip fashionably into any space. Raised motifs, recessed fluting and pumpkin feet add the perfect intricate details to transform your bath into a sophisticated retreat.
Fully Assembled by manufacturer, sink and counter top pre-installed
White under mounted porcelain basin
Antique White finish
Faucet sold separately- 8"" spread 3 holes",,,1,Taxable Goods,"Catalog, Search",581.00,,,,"catalina-26""-antique-single-sink-bathroom-vanity-in-white",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-4408W;specifications=Specifications
Vanity Dimensions:
Width: 26.00""
Height: 34.00""
Depth: 22.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-4408W_1.jpg;NL-4408W_2.jpg,,,,,,,,,,,,,,,,
NL-BWV-048W,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Camelot 24"" Antique Single Sink Bathroom Vanity","
Enjoy the beauty and luxury Camelot Vanity Cabinet. Give the elegance and durability, beautifully grained wood cover high-quality workmanship. Camelot vanity design has quality construction from hardwood Solids and composite wood products. Counter top is made of the highest quality that will resist prolonged exposure to humid conditions and long life durability.
Fully Assembled by manufacturer, sink and counter top pre-installed
White under mounted porcelain basin
Antique White finish
Faucet sold separately- 8"" spread 3 holes",,,1,Taxable Goods,"Catalog, Search",718.00,,,,"camelot-24""-antique-single-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-BWV-048W;specifications=Specifications
Vanity Dimensions:
Width: 24.00""
Height: 36.00""
Depth: 22.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-BWV-048W_1.jpg;NL-BWV-048W_2.jpg;NL-BWV-048W_3.jpg,,,,,,,,,,,,,,,,
